"keywords","budget","genres","original_language","overview","production_companies","production_countries","runtime","title","rating"
"adultery, wife husband relationship, radio station, skyscraper, eastern germany, frankfurt/oder, marriage crisis, friendship, secret love, conflict, relationship, extramarital affair","600000","Comedy, Drama","de","In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.","Peter Rommel Productions","Germany","111.0","Grill Point","6.9"
"rape, depression, war crimes, sense of guilt, becoming an adult, suppressed past, sarajevo, bosnia and herzegovina, right and justice, mother daughter relationship, woman director","0","Drama, History","bs","A woman and her daughter struggle to make their way through the aftermath of the Balkan war.","Coop 99, Deblokada, Jadran Film, Noirfilm","Bosnia and Herzegovina, Austria, Germany, Croatia","90.0","Grbavica: The Land of My Dreams","6.9"
"hotel, confidence, junkie, book, friendship, insanity, los angeles, drug, fbi agent","8000000","Drama, Thriller","en","The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.","Kintop Pictures","United States of America, Germany","122.0","The Million Dollar Hotel","5.9"
"father son relationship, film producer, mexican standoff, loss of father, cocaine, love, mafia, los angeles, drug, illegal prostitution, gun violence","12500000","Action, Thriller, Crime, Romance","en","Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.","Davis-Films, August Entertainment, Warner Bros., Morgan Creek Productions","United States of America","120.0","True Romance","7.5"
"detective, confession, fbi, homicide, blackmail, suspect, love, murder, los angeles, teenager, neo-noir","46000000","Crime, Mystery, Thriller","en","Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.","Section Eight, Alcon Entertainment, Witt/Thomas Productions","United States of America","118.0","Insomnia","6.8"
"gay, father son relationship, sex, italo-american, lovesickness, italian, canada, new love, coming out, macho, based on play or musical, gay relationship, family, family feud, lgbt, emigrant","4361898","Comedy, Romance","en","A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians вЂ“ called by critics ""the gay"" My Big Fat Greek Wedding.","icon","Canada","92.0","Mambo Italiano","5.6"
"child abuse, sexual abuse, loss of child, repayment, suppressed past, arbitrary law, boston, workers' quarter, reference to sprite, child","25000000","Thriller, Crime, Drama, Mystery","en","A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.","Village Roadshow Pictures, Malpaso Productions, NPV Entertainment, Warner Bros.","United States of America","138.0","Mystic River","7.6"
"snake, airplane, suspense, fbi agent, death, animal attack, first class, duringcreditsstinger, snake attack, witness to a crime","33000000","Action, Crime, Horror, Thriller","en","America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.","New Line Cinema","United States of America","105.0","Snakes on a Plane","5.1"
"brother brother relationship, assassination, culture clash, war on drugs, yakuza, sake, loyalty, drug dealer, femme fatale, los angeles","12000000","Crime, Drama, Thriller","ja","A Japanese Yakuza gangsterвЂ™s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brotherвЂ™s gang. This is the first English film by Takeshi Kitano.","Bandai Visual Company, Office Kitano, Tokyo FM Broadcasting Co., Recorded Picture Company (RPC), Fuzzy Bunny Films (I), Little Brother Inc.","United Kingdom, Japan, United States of America","114.0","Brother","6.8"
"exotic island, dna, paleontology, tyrannosaurus rex, triceratops, brontosaurus, electric fence, island, dinosaur, amusement park, theme park, jurassic park","63000000","Adventure, Science Fiction","en","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","Universal Pictures, Amblin Entertainment","United States of America","127.0","Jurassic Park","7.6"
"exotic island, dna, paleontology, tyrannosaurus rex, velociraptor, san diego, dinosaur, jurassic park, animal horror","73000000","Adventure, Action, Science Fiction","en","Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.","Universal Pictures, Amblin Entertainment","United States of America","129.0","The Lost World: Jurassic Park","6.2"
"exotic island, dna, paleontology, tyrannosaurus rex, velociraptor, spinosaurus, airplane, rescue, mission, dinosaur, jurassic park","93000000","Adventure, Action, Thriller, Science Fiction","en","In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.","Universal Studios, Amblin Entertainment","United States of America","92.0","Jurassic Park III","5.7"
"gadget","75000000","Action, Adventure, Comedy, Family","en","John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.","Walt Disney Pictures, Caravan Pictures, DiC Entertainment","United States of America","78.0","Inspector Gadget","4.3"
"tradition, pop star, chance, toronto, stroke of fate, encounter, fate, wedding, family, woman director, pretend relationship","0","Comedy, Drama, Music, Romance","en","Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....","Different Tree Same Wood Productions","Canada","101.0","Bollywood/Hollywood","6.1"
"farewell, regret, parent child relationship, suicide attempt, becoming an adult, loss of father, dying and death, chance, child prodigy, daughter, unsociability, reconciliation","37000000","Drama","en","An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","New Line Cinema, Ghoulardi Film Company, The Magnolia Project","United States of America","188.0","Magnolia","7.5"
"showdown, bounty, bounty hunter, loss of brother, sadness, blackmail, harmonica, anti hero, auction, dying and death, peasant, insanity, spaghetti western","5000000","Western","it","This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.","Paramount Pictures, Rafran Cinematografica, Finanzia San Marco","Italy, Spain, United States of America","175.0","Once Upon a Time in the West","8.1"
"mexico, rape, robbery, prisoner, liberation of prisoners, revolution, class, spaghetti western","0","Western","it","At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.","United Artists, Rafran Cinematografica, Euro International Films","Italy","157.0","Duck, You Sucker","7.7"
"paris, father son relationship, prostitute, robbery, lovesickness, muslim, dialogue, jewry, return, istanbul, loss of father, arabian, restart, homeland, first time, piggy bank, koran, adoption, dying and death, friendship, grocer, car crash, crush, child","0","Drama","fr","Monsieur Ibrahim is a story about a young Jewish boy in Paris who meets an old Muslim Turkish grocery store owner. The film touches the themes of friendship and love as the old man is a father figure to the boy as he teaches him of the Koran. The film is based on a book of the popular book by the French author Eric-Emmanuel Schmitt.","ARP SГ©lection","France","94.0","Monsieur Ibrahim","7.0"
"bureaucracy, berlin wall, police state, coma, loss of mother, wife husband relationship, patriotism, german democratic republic, socialism, news broadcast, loss of father, lenin, single,  , filmes contra o comunismo","4800000","Comedy, Drama, Romance","de","An affectionate and refreshing East/West-Germany comedy about a boy whoвЂ™s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.","WDR, Arte, X-Filme Creative Pool","Germany","121.0","Good bye, Lenin!","7.4"
"paris, new york, taxi, megacity, rome, dialogue, pastor, taxi driver, passenger, night life, casual meeting, metropolis, german democratic republic, casting agent, heart attack, helsinki, night, conflict, los angeles, city, finland, road movie, understanding","3500000","Comedy, Drama","en","An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.","Channel Four Films, JVC Entertainment, Le Studio Canal+, Locus Solus Entertainment, Pandora Cinema, Pyramide Productions, Victor Musical Industries","Germany, Finland, France, United Kingdom, United States of America","129.0","Night on Earth","7.5"
"grandfather grandson relationship, mass murder, ukraine, pop culture, blindness and impaired vision, journey in the past, passion for collection, souvenir, nazis, anti semitism, photograph","7000000","Comedy, Drama","en","A film based on the semi-autobiographical novel of the same name by American writer Jonathan Safran Foer, in which a young Jewish American man endeavorsвЂ”with the help of eccentric, distant relativesвЂ”to find the woman who saved his grandfather during World War II, in a Ukrainian village which was ultimately razed by the Nazis.","Stillking Films, Warner Independent Pictures (WIP), Big Beach Films, Telegraph Films","United States of America","106.0","Everything is Illuminated","7.4"
"holiday, gay, male nudity, competition, sexual identity, sex, lovesickness, heterosexual, coming out, row, lake, camping, tent, summer camp, friendship, sport, crush, teenage crush, summer, youth, lgbt","2700000","Comedy, Drama","de","Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...","Claussen + WГ¶bke Filmproduktion GmbH","Germany","98.0","Summer Storm","6.7"
"suicide, life and death, depression, age difference, cemetery, suicide attempt, birthday, banjo, cliff, life planning, dead wish, arranged marriage, dying and death, wealth, midnight movie","1200000","Comedy, Drama, Romance","en","The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences donвЂ™t matter and they become best friends and love each other.","Paramount Pictures","United States of America","91.0","Harold and Maude","7.7"
"prison, pornography, airport, ford taunus, mercedes benz, mallorca, thumb, vault, drug","2888030","Crime, Action, Comedy","de","Bank robber Kelle Grabowski escapes from prison while his unemployed smalltime crook buddy is sitting around doing nothing after he just lost all their money. A fast paced comedy from German director Peter Thorwarth.","Senator Film Produktion, Becker & HГ¤berle Filmproduktion GmbH, Traumwerk Filmproduktion GmbH","Germany","110.0","Bang, Boom, Bang","7.5"
"life and death, sexual obsession, free love, heterosexual, christmas party, eroticism, orgy, masked ball, marijuana, illegal prostitution","65000000","Mystery, Drama","en","After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","Hobby Films, Pole Star, Stanley Kubrick Productions, Warner Bros.","United Kingdom, United States of America","159.0","Eyes Wide Shut","7.1"
"japan, samurai, peasant, looting, rice, fencing, village, moral ambiguity, battle, practice, 16th century","2000000","Action, Drama","ja","A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.","Toho Company","Japan","207.0","Seven Samurai","8.2"
"love triangle, berlin, farewell, beach, flirt, lifestyle, paddleboat, trip, sunday, bath, picnic, weekend, forest, friendship, conflict, relationship, extramarital affair","0","Drama","de","A semi-documentary experimental 1930 German silent film created by amateurs with a small budget. With authentic scenes of the metropolis city of Berlin, it's the first film from the later famous screenwriters/directors Billy Wilder and Fred Zinnemann.","Filmstudio Berlin, Filmstudio 1929","Germany","74.0","People on Sunday","7.1"
"android, countdown, space marine, space suit, beheading, dystopia, biology, cowardice, spaceship, space, alien, female protagonist, outer space, parasite, h. r. giger, xenomorph","11000000","Horror, Action, Thriller, Science Fiction","en","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","Twentieth Century Fox Film Corporation, Brandywine Productions","United States of America, United Kingdom","117.0","Alien","7.9"
"holiday, france, male nudity, portugal, father son relationship, sexual identity, sex, sea, lovesickness, aids, sunrise, jealousy, infidelity, new love, eroticism, sun, coming out, virtue, plumber, shower, mobile phone, dutch, mistral, breakfast, quickie, cruising, longing, friendship, crush, motorcycle, youth, gay sex, masturbation, lgbt","0","Comedy","fr","Crustaces et Coquillages is a fresh French comedy film with numerous surprise turnarounds and about the tolerance of a family of four. The family spend an idealistic summer vacation together where each of the family members gets involved in a new or old relationship.","Bac Films","France","93.0","Cockles and Muscles","5.1"
"paris, journalist, journalism, world of fasion, fashion journal, assistant, job entrant, job interview, editor-in-chief","35000000","Comedy, Drama, Romance","en","The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and wonвЂ™t let her succeed if she doesnвЂ™t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.","Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Peninsula Films, Fox 2000 Pictures","United States of America","109.0","The Devil Wears Prada","7.0"
"alcohol, drug abuse, religious education, homicide, fictitious marriage, living together, religion and supernatural, love, family, hamburg germany, turkish, roomate","0","Drama, Romance","de","Head On is German director Fatih AkinвЂ™s story of the alcoholic Cahit and Turkish Sibel. Akin tells the story of a love that can never be between two people who are too alike to not be together.","CorazГіn International, Arte, Panfilm, WГјste Filmproduktion, Norddeutscher Rundfunk (NDR), Bavaria Film International","Germany, Turkey","121.0","Head-On","7.3"
"holiday, corruption, double life, dc comics, crime fighter, hallucination, christmas tree, gotham city, vigilante, superhero, violence, dark hero, fictional city, super villain, super powers, deformed, bird cage, evil circus, christmas holiday","80000000","Action, Fantasy","en","Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.","PolyGram Filmed Entertainment, Warner Bros.","United Kingdom, United States of America","126.0","Batman Returns","6.6"
"child murderer, sleep, nightmare, supernatural, slasher, teenager, trapped, alcoholic, boiler room, booby trap, disfigurement, medical test, dreams","1800000","Horror","en","Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...","New Line Cinema, Smart Egg Pictures","United States of America","91.0","A Nightmare on Elm Street","7.2"
"baby, supermarket, arizona, pregnancy and birth","6000000","Comedy, Crime","en","The Coen Brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point. The couple has gotten themselves into some trouble while kidnapping a baby and give Hollywood one of the most memorable chase scenes to date.","Twentieth Century Fox Film Corporation, Circle Films","United States of America","94.0","Raising Arizona","7.2"
"corruption, street gang, prohibition, gun, irish-american, gambling debts, irish mob, violence","14000000","Drama, Thriller, Crime","en","Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","Twentieth Century Fox Film Corporation, Circle Films","United States of America","115.0","Miller's Crossing","7.5"
"hotel, falsely accused, villa, jealousy, age difference, cat, expensive restaurant, nice, southern france, masked ball, roof, picnic, fireworks, cГґte d'azur, jewelry, police, suspense, blonde woman, cat burglar","2500000","Crime, Drama, Mystery, Romance, Thriller","en","A delightful Hitchcock film about an ex-burglar who must catch a thief whoвЂ™s been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.","Paramount Pictures","United States of America","106.0","To Catch a Thief","7.1"
"individual, gay, homeless person, salesclerk, portland, youth hostel, hunger, immigration, corner shop, hustler, murder, independent film, gay sex, rebellious youth, lgbt","22500","Drama","en","Mala Noche is the film debut from director Gus van Sant. The film portrays the unanswered love of an American man toward a young Mexican man.","UK","United States of America","78.0","Mala Noche","6.0"
"terror, submarine, based on novel, atlantic ocean, gibraltar, world war ii, duty, war correspondent, torpedo, drinking, sailor, convoy, u boat, destroyer, depth charge, comrade, german submarine, naval battle, periscope, suicidal mission","14000000","Action, Drama, History, War, Adventure","de","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.","Radiant Film GmbH, SГјddeutscher Rundfunk, Columbia Pictures Corporation, Bavaria Film, Westdeutscher Rundfunk (WDR), Twin Bros. Productions","Germany","149.0","Das Boot","7.9"
"bank manager, kidnapping, nazi background, document, ultimatum, court case, heist, financial transactions","45000000","Crime, Drama, Thriller","en","Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.","Imagine Entertainment, Universal Pictures, 40 Acres & A Mule Filmworks","United States of America","129.0","Inside Man","7.3"
"judge, jurors, sultriness, death penalty, father murder, puerto rican, anonymity, court case, heat, group, class, innocence, court, courtroom","350000","Drama","en","The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","United Artists, Orion-Nova Productions","United States of America","96.0","12 Angry Men","8.2"
"upper class, city portrait, film business, film making, famous score, lisbon, life planning, camera, car journey, car breakdown, independent film, amusement park","0","Drama, Foreign, Thriller","pt","Lisbon Story is Wim WenderвЂ™s homage to Lisbon and films. A sound engineer obtains a mysterous postcard of a friend who at the moment is filming a film in Lisbon. He sets out across Europe to find him and help him.","Road Movies Filmproduktion, Madragoa Filmes, Wim Wenders Stiftung","Germany, Portugal","100.0","Lisbon Story","7.4"
"gang war, victim of murder, greed, hostility, spaghetti western","200000","Western","it","The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.","United Artists, Constantin Film Produktion, Jolly Film, Ocean Films","Italy, Germany, Spain","99.0","A Fistful of Dollars","7.6"
"chocolate, mayor, praline, single, mother daughter relationship","25000000","Comedy, Drama, Romance","en","A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.","Miramax Films, David Brown Productions, Fat Free","United Kingdom, United States of America","121.0","Chocolat","6.8"
